Supplier_Item_ID,Title,Supplier_RRP,Publisher_Brand,Artist_Composer_Series,Instrument,Sub_Instrument,Product_Type,Quantity_on_hand,Last_Purchase_Cost,Barcode,Minimum_Sell,Category,Department,Last_Purchase_Date,Last_Sold_Date,Created_Date,Stock_Availability_from_Supplier,Supplier_ID,Quantity_Availability,Product_Barcode,Active
P02065,MANDOLIN STR SET 10/20 BR MED,30.50,ERNIE BALL,EARTHWOOD,STRINGS FRETTED,MANDOLIN STRINGS,MUSICAL,2,12.92,930065000295,30.50,NONE,ACCESSORIES,13/01/2025,12/01/2025,16/09/2016,Y,CMCMUS,Y,769697120650,Y
P02070,ACOUSTIC BASS GTR STR SET 45/095 BR,94.95,ERNIE BALL,EARTHWOOD FOLK,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,1,54.33,930065000145,63.95,NONE,ACCESSORIES,16/12/2025,11/12/2025,16/09/2016,Y,CMCMUS,Y,749699120704,Y
P02074,13-56 PARADIGM MEDIUM PHOSPHOR BRONZE ACOUSTIC,42.95,ERNIE BALL,PARADIGM,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,24.56,930065002680,31.95,NONE,ACCESSORIES,20/01/2025,16/01/2025,07/09/2022,Y,CMCMUS,Y,,Y
P02076,12-54 PARADIGM MED LIGHT PHOSPHOR BRONZE ACOUST,42.95,ERNIE BALL,PARADIGM,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,3,24.59,930065002681,31.95,NONE,ACCESSORIES,14/07/2025,13/07/2025,07/03/2018,Y,CMCMUS,Y,749699120766,Y
P02078,11-52 PARADIGM LIGHT PHOSPHOR BRONZE ACOUSTIC,42.95,ERNIE BALL,PARADIGM,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,47,30.06,930065002682,31.95,NONE,ACCESSORIES,03/04/2023,24/12/2025,07/03/2018,Y,CMCMUS,Y,749699120780,Y
P02080,10-50 PARADIGM EX LIGHT PHOSPHOR BRONZE ACOUSTI,42.95,ERNIE BALL,PARADIGM,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,24.76,930065002683,31.95,NONE,ACCESSORIES,30/10/2024,24/10/2024,09/12/2019,Y,CMCMUS,Y,,Y
P02084,13-56 PARADIGM MEDIUM 80/20 BRONZE ACOUSTIC,42.95,ERNIE BALL,PARADIGM,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,24.51,930065002684,31.95,NONE,ACCESSORIES,17/09/2024,12/09/2024,07/09/2022,Y,CMCMUS,Y,,Y
P02086,12-54 PARADIGM MED LIGHT 80/20 BRONZE ACOUSTIC,42.95,ERNIE BALL,PARADIGM,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,1,24.05,930065002685,31.95,NONE,ACCESSORIES,04/12/2025,04/01/2026,07/03/2018,Y,CMCMUS,Y,749699120865,Y
P02088,11-52  PARADIGM LIGHT 80/20 BRONZE ACOUSTIC,42.95,ERNIE BALL,PARADIGM,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,3,24.05,930065002686,31.95,NONE,ACCESSORIES,01/05/2025,08/12/2024,07/03/2018,Y,CMCMUS,Y,749699120889,Y
P02090,10-50 PARADIGM EX LIGHT 80/20 BRONZE ACOUSTIC,42.95,ERNIE BALL,PARADIGM,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,24.50,930065002687,31.95,NONE,ACCESSORIES,18/03/2025,15/03/2025,09/12/2019,Y,CMCMUS,Y,,Y
P02144,ACOUSTIC GTR STR SET 13/56 PH/BR MED SLINKY,26.95,ERNIE BALL,PHOSPHOR BRONZE,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,34,9.12,930065000156,17.95,NONE,ACCESSORIES,10/08/2020,12/02/2026,16/09/2016,Y,CMCMUS,Y,749699121442,Y
P02146,ACOUSTIC GTR STR SET 12/54 PH/BR REG SLINKY,26.95,ERNIE BALL,PHOSPHOR BRONZE,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,4,11.57,930065000157,17.95,NONE,ACCESSORIES,15/01/2026,15/02/2026,16/09/2016,Y,CMCMUS,Y,749699121466,Y
P02150,ACOUSTIC GTR STR SET 10/50 PH/BR EXTRA SLINKY,26.95,ERNIE BALL,PHOSPHOR BRONZE,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,4,11.64,930065000159,16.95,NONE,ACCESSORIES,22/09/2025,29/01/2026,16/09/2016,Y,CMCMUS,Y,749699121503,Y
P02153,ACOUSTIC GTR 12 STR SET 09/46 PH/BR LGT SLINKY,41.95,ERNIE BALL,PHOSPHOR BRONZE,STRINGS FRETTED,GTR ACOUSTIC 12 STR SETS,MUSICAL,1,17.79,930065000148,26.95,NONE,ACCESSORIES,09/12/2025,04/12/2025,21/03/2018,Y,CMCMUS,Y,749699121534,Y
P02211,Mondo Slinky Nickel Wound Electric Guitar Strings 10.5 - 52 Gauge,24.95,Ernie Ball,Slinky Nickel Wound,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,10.49,930065004199,16.95,NONE,ACCESSORIES,10/11/2025,29/01/2026,05/03/2020,Y,CMCMUS,Y,749699105015,Y
P02212,Nickel Primo Slinky - 9.5 12 16 24 34 44,22.95,Ernie Ball,,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,3,9.64,930065004110,14.95,NONE,ACCESSORIES,03/02/2026,05/02/2026,06/07/2019,Y,CMCMUS,Y,,Y
P02213,Nickel Mega Slinky  - 10.5 13.5 17.5 28 38 48          ,22.95,Ernie Ball,,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,3,9.95,930065004111,14.95,NONE,ACCESSORIES,20/10/2025,06/11/2025,06/07/2019,Y,CMCMUS,Y,749699103141,Y
P02214,Nickel Mammoth Slinky - 12 16 24 34 48 62,26.95,Ernie Ball,,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,10,11.56,930065004112,17.95,NONE,ACCESSORIES,15/01/2026,18/11/2025,08/06/2023,Y,CMCMUS,Y,,Y
P02215,ELECTRIC GTR STR SET 10/52 STHB SUP SLINKY RED,24.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,4,10.48,930065000222,24.95,NONE,ACCESSORIES,15/01/2026,18/02/2026,16/09/2016,Y,CMCMUS,Y,749699122159,Y
P02216,SKINNY TOP BEEFY BOTTOM SLINKY NICKEL WOUND ELECTRIC GUITAR STRINGS 10 - 54 GAUGE,24.95,ERNIE BALL,Slinky Nickel Wound,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,6,10.49,930065004200,14.95,NONE,ACCESSORIES,17/02/2026,08/02/2026,05/03/2020,Y,CMCMUS,Y,,Y
P02217,Ernie Ball Zippy Slinly Nickel Wound Electric Guitar Strings .07-.36,22.95,Ernie Ball,Slinky Nickel Wound,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,5,10.85,930065004587,13.95,NONE,ACCESSORIES,22/12/2025,08/02/2026,09/06/2022,Y,CMCMUS,Y,,Y
P02220,ELECTRIC GTR STR SET 11/48 POW SLINKY PURPLE,22.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,36,9.64,930065000223,13.95,NONE,ACCESSORIES,16/10/2025,14/02/2026,16/09/2016,Y,CMCMUS,Y,749699122203,Y
P02221,ELEC. GTR SET 10/46 REG SLINKY LIME,22.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,62,9.95,930065000224,13.95,NONE,ACCESSORIES,11/02/2026,20/02/2026,16/09/2016,Y,CMCMUS,Y,749699122210,Y
P02222,ELECTRIC GTR STR SET 09/46 HYBR SLINKY ORANGE,22.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,22,10.61,930065000225,13.95,NONE,ACCESSORIES,20/02/2026,17/02/2026,16/09/2016,Y,CMCMUS,Y,749699122227,Y
P02223,ELECTRIC GTR STR SET 09/42 SUP SLINKY PINK,22.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,3,10.21,930065000226,13.95,NONE,ACCESSORIES,24/12/2025,19/02/2026,16/09/2016,Y,CMCMUS,Y,749699122234,Y
P02224,TURBO SLINKY NICKEL WOUND ELECTRIC GUITAR STRINGS 9.5 - 46 GAUGE,22.95,ERNIE BALL,Slinky Nickel Wound,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,12,10.19,930065004201,13.95,NONE,ACCESSORIES,27/01/2026,29/01/2026,05/03/2020,Y,CMCMUS,Y,,Y
P02225,ELECTRIC GTR STR SET 08/38 EXT SLINKY BLUE,22.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,5,9.84,930065000227,12.95,NONE,ACCESSORIES,15/01/2026,10/01/2026,07/03/2018,Y,CMCMUS,Y,,Y
P02226,NICKEL BURLY SLINKY - (111418304252),22.95,ERNIE BALL,,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,9.64,930065003956,12.95,NONE,ACCESSORIES,05/02/2026,10/02/2026,22/01/2019,Y,CMCMUS,Y,749699102779,Y
P02227,NICKEL ULTRA SLINKY - (10 13 17 28 38 48),22.95,ERNIE BALL,,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,10,9.95,930065003957,13.95,NONE,ACCESSORIES,11/02/2026,08/02/2026,22/01/2019,Y,CMCMUS,Y,749699102786,Y
P02228,MIGHTY SLINKY NICKEL WOUND ELECTRIC GUITAR STRINGS 8.5 - 40 GAUGE,22.95,ERNIE BALL,Slinky Nickel Wound,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,8,9.64,930065004202,15.95,NONE,ACCESSORIES,11/02/2026,12/02/2026,05/03/2020,Y,CMCMUS,Y,749699103981,Y
P02229,Hyper Slinky Nickel Wound Electric Guitar Strings 8 - 42 Gauge,22.95,Ernie Ball,,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,9.99,930065004229,22.95,NONE,ACCESSORIES,17/02/2026,12/02/2026,21/10/2021,Y,CMCMUS,Y,,Y
P02233,ELECTRIC GTR 12 STR SET 09/40 N/W LT SLINKY,36.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,6,15.85,930065000213,23.95,NONE,ACCESSORIES,15/01/2026,28/12/2025,03/12/2019,Y,CMCMUS,Y,,Y
P02239,ELECTRIC GTR STR SET 09/42 PL SUPER SLINKY,25.95,ERNIE BALL,RPS REINFORCED NICKE,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,11.20,930065000229,25.95,NONE,ACCESSORIES,30/06/2025,29/06/2025,13/01/2020,Y,CMCMUS,Y,,Y
P02240,ELECTRIC GTR STR SET 10/46 PL REG SLINKY,25.95,ERNIE BALL,RPS REINFORCED NICKE,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,11.26,930065000228,16.95,NONE,ACCESSORIES,11/02/2026,05/02/2026,14/05/2020,Y,CMCMUS,Y,,Y
P02241,ELECTRIC GTR STR SET 09/46 PL HYBRID SLINKY,25.95,ERNIE BALL,RPS REINFORCED NICKE,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,11.14,930065000231,25.95,NONE,ACCESSORIES,03/07/2023,29/06/2023,07/09/2022,Y,CMCMUS,Y,,Y
P02242,ELECTRIC GTR STR SET 11/48 PL POWER SLINKY,25.95,ERNIE BALL,RPS REINFORCED NICKE,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,11.52,930065000232,25.95,NONE,ACCESSORIES,02/09/2025,28/08/2025,07/09/2022,Y,CMCMUS,Y,,Y
P02245,ELECTRIC GTR STR SET 11/48 POWER SLINKY,21.95,ERNIE BALL,E2245 STAINLESS STEE,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,9.22,930065002122,21.95,NONE,ACCESSORIES,21/10/2024,20/10/2024,07/09/2022,Y,CMCMUS,Y,,Y
P02247,ELECTRIC GTR STR SET 09/46 S/S HYBRID SLINKY,21.95,ERNIE BALL,SLINKY STAINLESS STE,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,9.30,930065000234,21.95,NONE,ACCESSORIES,14/04/2025,10/04/2025,07/09/2022,Y,CMCMUS,Y,,Y
P02248,ELECTRIC GTR STR SET 09/42 S/S SUPER SLINKY,21.95,ERNIE BALL,SLINKY STAINLESS STE,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,9.47,930065000235,14.95,NONE,ACCESSORIES,16/06/2025,11/06/2025,05/09/2022,Y,CMCMUS,Y,,Y
P02249,ELECTRIC GTR STR SET 08/38 EXTRA SLINKY,21.95,ERNIE BALL,SLINKY STAINLESS STE,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,9.39,930065000236,21.95,NONE,ACCESSORIES,30/01/2024,25/01/2024,07/09/2022,Y,CMCMUS,Y,,Y
P02250,ELECTRIC GTR STR SET 11/48 PURE NICKEL PWR SLINKY PURPLE,27.95,ERNIE BALL,SLINKY PURE NICKEL,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,11.30,930065000218,26.50,NONE,ACCESSORIES,10/01/2023,12/03/2023,07/09/2022,Y,CMCMUS,Y,,Y
P02251,ELECTRIC GTR STR SET 10/46 P/N REG SLINKY LIME,27.95,ERNIE BALL,SLINKY PURE NICKEL,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,11.99,930065000217,26.50,NONE,ACCESSORIES,05/05/2025,01/05/2025,07/11/2019,Y,CMCMUS,Y,749699122517,Y
P02253,ELECTRIC GTR STR SET 09/42 P/N SUP SLINKY PINK,27.95,ERNIE BALL,SLINKY PURE NICKEL,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,11.74,930065000220,26.50,NONE,ACCESSORIES,27/09/2023,28/09/2023,24/11/2019,Y,CMCMUS,Y,,Y
P02255,ELECTRIC GTR STR SET 08/38 P/N EXT SLINKY BLUE,27.95,ERNIE BALL,SLINKY PURE NICKEL,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,11.67,930065000219,26.50,NONE,ACCESSORIES,12/05/2023,16/11/2023,04/05/2020,Y,CMCMUS,Y,,Y
P02320,MANDOLIN STR SET 10/36 MEDIUM CUSTOM GAUGE,30.95,ERNIE BALL,E2320,STRINGS FRETTED,MANDOLIN STRINGS,MUSICAL,2,13.33,930065002123,30.95,NONE,ACCESSORIES,08/04/2024,10/07/2025,16/09/2016,,CMCMUS,Y,749699123200,N
P02326,Ukulele - Concert/Soprano - Ball End - Black (28324028),19.95,Ernie Ball,,STRINGS FRETTED,UKULELE STRINGS,MUSICAL,3,8.67,930065003958,12.95,NONE,ACCESSORIES,11/02/2026,07/02/2026,22/01/2019,Y,CMCMUS,Y,749699102748,Y
P02329,Ukulele - Concert/Soprano - Ball End - Clear (28324028),19.95,Ernie Ball,,STRINGS FRETTED,UKULELE STRINGS,MUSICAL,5,8.40,930065003959,12.95,NONE,ACCESSORIES,16/06/2025,24/11/2024,28/06/2023,Y,CMCMUS,Y,,Y
P02406,CLASSICAL GTR STR SET 28/42 NYLON BLACK/SILVE,29.95,ERNIE BALL,ERNESTO PALLA,STRINGS FRETTED,GTR CLASSICAL SETS,MUSICAL,1,13.20,930065000196,27.95,NONE,ACCESSORIES,08/10/2025,29/10/2025,23/09/2019,Y,CMCMUS,Y,,Y
P02409,CLASSICAL GTR STR SET 28/42 NYLON BALL END,31.95,ERNIE BALL,ERNESTO PALLA,STRINGS FRETTED,GTR CLASSICAL SETS,MUSICAL,8,14.78,930065000197,19.95,NONE,ACCESSORIES,20/02/2026,18/02/2026,16/09/2016,Y,CMCMUS,Y,749699124092,Y
P02544,ACOUSTIC GTR STRING SET PB MEDIUM 13/56,44.50,ERNIE BALL,EVERLAST LONG LIFE,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,20.18,930065001421,28.95,NONE,ACCESSORIES,16/10/2025,16/10/2025,07/09/2022,Y,CMCMUS,Y,,Y
P02546,ACOUSTIC GTR STRING SET PB MEDIUM/LIGHT 12/54,44.50,ERNIE BALL,EVERLAST LONG LIFE,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,4,18.70,930065001422,28.95,NONE,ACCESSORIES,06/06/2025,01/05/2025,07/09/2022,Y,CMCMUS,Y,,Y
P02548,ACOUSTIC GTR STRING SET PB LIGHT 11/52,44.50,ERNIE BALL,EVERLAST LONG LIFE,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,19.10,930065001423,28.95,NONE,ACCESSORIES,16/12/2025,11/12/2025,01/05/2020,Y,CMCMUS,Y,,Y
P02550,ACOUSTIC GTR STRING SET PB EXTRA-LIGHT 10/50,44.50,ERNIE BALL,EVERLAST LONG LIFE,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,4,19.30,930065001424,0,NONE,ACCESSORIES,11/03/2025,10/04/2025,07/09/2022,Y,CMCMUS,Y,,Y
P02556,ACOUSTIC GTR STRING SET 80/20 MEDIUM/LIGHT 12/54,44.50,ERNIE BALL,EVERLAST LONG 80/20,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,1,20.66,930065001426,0,NONE,ACCESSORIES,18/07/2025,20/07/2025,28/04/2020,Y,CMCMUS,Y,,Y
P02560,ACOUSTIC GTR STRING SET 80/20 EXTRA-LIGHT 10/50,44.50,ERNIE BALL,EVERLAST LONG 80/20,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,19.09,930065001428,28.95,NONE,ACCESSORIES,17/01/2024,11/01/2024,05/09/2022,Y,CMCMUS,Y,,Y
P02564,ACOUSTIC GTR STR SET ALUM/BR MEDIUM 13/56,37.95,ERNIE BALL,ALUMINIUM BRONZE,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,3,16.87,930065002211,37.95,NONE,ACCESSORIES,21/07/2023,15/06/2023,07/09/2022,Y,CMCMUS,Y,,Y
P02568,ACOUSTIC GTR STR SET ALUM/BR LIGHT 11/52,37.95,ERNIE BALL,ALUMINIUM BRONZE,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,17.33,930065002210,24.95,NONE,ACCESSORIES,17/12/2025,14/12/2025,08/11/2016,Y,CMCMUS,Y,,Y
P02570,ACOUSTIC GTR STR SET ALUM/BR EXTRA LIGHT 10/50,37.95,ERNIE BALL,ALUMINIUM BRONZE,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,1,16.26,930065002209,24.95,NONE,ACCESSORIES,01/08/2024,11/09/2025,07/09/2022,Y,CMCMUS,Y,,Y
P02615,7 string Skinny Top Heavy Bottom Slinky Nickel Wound 10 - 62 Gauge,30.95,Ernie Ball,,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,1,14.08,930065004230,30.95,NONE,ACCESSORIES,03/02/2026,21/01/2026,02/05/2020,Y,CMCMUS,Y,,Y
P02620,ELECTRIC GTR 7 STR SET 11/58 SUPER SLINKY,28.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,1,12.55,930065000642,18.95,NONE,ACCESSORIES,20/10/2025,19/10/2025,16/09/2016,Y,CMCMUS,Y,749699126201,Y
P02621,ELEC. GTR 7 STR SET 10/56 REG SLINKY LIME,28.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,1,12.44,930065000215,18.95,NONE,ACCESSORIES,14/07/2025,03/11/2025,16/09/2016,Y,CMCMUS,Y,749699126218,Y
P02623,ELECTRIC GTR 7 STR SET 09/46 SUPER SLINKY,28.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,4,12.16,930065000216,18.95,NONE,ACCESSORIES,09/09/2025,23/10/2025,07/05/2020,Y,CMCMUS,Y,,Y
P02624,ELECTRIC GTR 8 STR SET SKINNY-T/HEAVY-B 9/80,44.50,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,20.25,930065002267,28.95,NONE,ACCESSORIES,03/02/2026,29/01/2026,17/04/2018,Y,CMCMUS,Y,749699126249,Y
P02626,ELECTRIC GTR STR SET 12/56 NOT EVEN SLINKY TEAL,24.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,6,10.86,930065000524,24.95,NONE,ACCESSORIES,17/02/2026,15/02/2026,16/09/2016,Y,CMCMUS,Y,749699126263,Y
P02627,ELECTRIC GTR STR SET 11/54 BEEFY SLINKY YELLOW,24.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,11,10.82,930065000525,15.95,NONE,ACCESSORIES,11/02/2026,20/02/2026,16/09/2016,Y,CMCMUS,Y,749699126270,Y
P02628,ELECTRIC GTR 9 STR SET SLINKY GAUGES 9/105,59.95,ERNIE BALL,SLINKY NICKEL WOUND,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,1,25.18,930065002268,38.95,NONE,ACCESSORIES,08/01/2026,08/01/2026,16/09/2016,Y,CMCMUS,Y,749699126287,Y
P02629,Regular Slinky 8 String  10/74,41.50,Ernie Ball,,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,1,17.80,930065004572,41.50,NONE,ACCESSORIES,16/12/2025,13/12/2025,07/09/2022,Y,CMCMUS,Y,,Y
P02720,ELECTRIC GTR STRING SET POWER SLINKY PURPL 11/48,31.50,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,1,18.01,930065001419,23.95,NONE,ACCESSORIES,15/01/2026,11/01/2026,07/03/2018,Y,CMCMUS,Y,,Y
P02723,ELECTRIC GTR STRING SET SUPER SLINKY PINK 9/42,31.50,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,1,17.64,930065001416,20.95,NONE,ACCESSORIES,15/01/2026,11/01/2026,07/03/2018,Y,CMCMUS,Y,749699127239,Y
P02725,ELECTRIC GTR STRING SET EXTRA SLINKY BLUE 8/38,31.50,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,17.65,930065001417,31.50,NONE,ACCESSORIES,05/02/2026,15/01/2026,08/03/2020,Y,CMCMUS,Y,,Y
P02727,ELECTRIC GTR STRING SET BEEFY SLINK YELLOW 11/54,33.95,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,3,19.37,930065001452,33.95,NONE,ACCESSORIES,23/06/2025,22/06/2025,07/03/2018,Y,CMCMUS,Y,,Y
P02728,ELECTRIC GTR 7 STR SET 10/56 REG COBALT,34.50,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,1,19.32,930065001493,22.95,NONE,ACCESSORIES,03/02/2026,01/02/2026,07/03/2018,Y,CMCMUS,Y,,Y
P02729,ELECTRIC GTR 7 STR SET 11/56 POWER COBALT,34.50,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,1,19.32,930065001494,25.95,NONE,ACCESSORIES,07/04/2025,12/10/2025,07/03/2018,Y,CMCMUS,Y,,Y
P02730,ELECTRIC GTR 7 STR SET 10/62 SKINNY TOP/HVY BOTT,41.50,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,1,23.24,930065001495,30.95,NONE,ACCESSORIES,04/12/2025,27/11/2025,07/03/2018,Y,CMCMUS,Y,749699127307,Y
P02731,BASS GTR STRING SET POWER SLINKY PURPLE 55/110,105.95,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,2,48.41,930065001429,83.95,NONE,ACCESSORIES,25/03/2025,23/03/2025,07/03/2018,N,CMCMUS,Y,749699127314,Y
P02732,BASS GTR STRING SET REGULAR SLINKY LIME 50/105,105.95,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,1,48.53,930065001430,83.95,NONE,ACCESSORIES,23/12/2024,24/01/2026,19/03/2018,Y,CMCMUS,Y,,Y
P02733,BASS GTR STRING SET HYBRID SLINKY ORANGE 45/105,105.95,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,3,59.02,930065001431,83.95,NONE,ACCESSORIES,02/07/2025,11/12/2025,07/03/2018,Y,CMCMUS,Y,749699127338,Y
P02734,BASS GTR STRING SET SUPER SLINKY PINK 45/100,105.95,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,2,48.53,930065001432,83.95,NONE,ACCESSORIES,08/10/2024,06/10/2024,07/09/2022,Y,CMCMUS,Y,,Y
P02735,BASS GTR STRING SET EXTRA SLINKY BLUE 40/95,105.95,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,2,48.38,930065001433,61.95,NONE,ACCESSORIES,31/03/2025,27/03/2025,10/03/2020,Y,CMCMUS,Y,,Y
P02736,BASS GTR 5 STRING SET REGULAR SLINKY LIME 45/13,139.95,ERNIE BALL,COBALT PATENT,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,2,62.70,930065001434,82.95,NONE,ACCESSORIES,06/12/2024,02/10/2024,19/03/2018,Y,CMCMUS,Y,749699127369,Y
P02802,BASS GTR STR SET 55/110 GP 1,164.95,ERNIE BALL,SLINKY FLATWOUND,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,2,78.68,930065000643,137.95,NONE,ACCESSORIES,03/03/2025,27/02/2025,11/08/2022,Y,CMCMUS,Y,,Y
P02804,BASS GTR STR SET 50/105 GP 2,164.95,ERNIE BALL,SLINKY FLATWOUND,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,1,78.23,930065000644,137.95,NONE,ACCESSORIES,25/11/2024,24/11/2024,16/09/2016,Y,CMCMUS,Y,749699128045,Y
P02808,BASS GTR STR SET 40/95 FLATWOUND GP 4,164.95,ERNIE BALL,SLINKY FLATWOUND,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,2,58.96,930065000646,137.95,NONE,ACCESSORIES,24/08/2022,18/08/2022,07/03/2018,Y,CMCMUS,Y,749699128083,Y
P02810,BASS GTR 5 STR SET FLATWOUND,231.95,ERNIE BALL,SLINKY FLATWOUND 5,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,2,111.40,930065000966,133.95,NONE,ACCESSORIES,28/01/2025,26/01/2025,07/09/2022,Y,CMCMUS,Y,,Y
P02811,FLATWOUND - POWER - .055/.110,192.95,ERNIE BALL,SLINKY FLATWOUND,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,2,87.96,930065002355,142.95,NONE,ACCESSORIES,22/11/2024,16/11/2024,07/03/2018,Y,CMCMUS,Y,749699128113,Y
P02812,FLATWOUND - REGULAR - .050/.105,192.95,ERNIE BALL,SLINKY FLATWOUND,STRINGS FRETTED,BASS GTR STRING SETS,MUSICAL,2,100.68,930065002356,87.95,NONE,ACCESSORIES,05/05/2025,01/05/2025,07/03/2018,N,CMCMUS,Y,,Y
